do_location_id,zone,borough,trip_count,avg_distance_mi,total_distance_mi,avg_fare,total_fare,fare_median
80,East Williamsburg,Brooklyn,15623,15.023389873903861,234710.42,62.53402163476925,976969.02,60.52
238,Upper West Side North,Manhattan,15571,20.358347890308906,316999.83499999996,80.7904232226575,1257987.68,70.0
229,Sutton Place/Turtle Bay North,Manhattan,14995,17.462295431810603,261847.12,76.34347649216403,1144770.4299999997,70.0
237,Upper East Side South,Manhattan,14589,18.10056679690177,264069.16899999994,87.25156419219962,1272913.0700000003,70.0
17,Bedford,Brooklyn,14448,12.844290628460682,185574.31099999993,59.260278239202655,856192.5,57.21
218,Springfield Gardens North,Queens,14336,3.7661440429687514,53991.44100000002,17.74537667410714,254397.71999999994,17.05
130,Jamaica,Queens,14172,5.594889218176687,79290.77,27.507742026531183,389839.7199999999,25.74
39,Canarsie,Brooklyn,14141,8.49560717063857,120136.38100000002,32.73164769111095,462858.23,33.44
188,Prospect-Lefferts Gardens,Brooklyn,13753,12.562221188104411,172768.22799999997,56.23751399694612,773434.53,55.74
7,Astoria,Queens,13548,14.541154266312374,197003.55800000005,57.473126660761736,778645.92,56.2
89,Flatbush/Ditmas Park,Brooklyn,13068,15.16904996939088,198229.14500000002,61.68805861646772,806139.5500000002,61.71
65,Downtown Brooklyn/MetroTech,Brooklyn,13000,18.068355230769228,234888.61799999996,77.57137923076924,1008427.93,73.7
36,Bushwick North,Brooklyn,12701,10.507110148807184,133450.80600000004,47.076127076608145,597913.89,45.7
113,Greenwich Village North,Manhattan,12539,18.63288452029667,233637.73899999994,85.27799744796235,1069300.8099999998,70.92
33,Brooklyn Heights,Brooklyn,12456,20.047046162491974,249706.007,87.68402858060372,1092192.26,80.42
205,Saint Albans,Queens,12354,5.3452528735632185,66035.254,25.121935405536668,310356.39,24.69
262,Yorkville East,Manhattan,12231,18.952980704766574,231813.90699999995,74.47089690131632,910853.5399999999,70.0
97,Fort Greene,Brooklyn,12051,16.514712803916687,199018.804,72.01968882250436,867909.2700000001,69.5
198,Ridgewood,Queens,11829,9.88639377800321,116946.15199999997,44.38493110153013,525029.3499999999,43.6
143,Lincoln Square West,Manhattan,11548,19.89148813647385,229706.905,85.798752164877,990803.9899999996,70.49
249,West Village,Manhattan,11535,19.553827481577812,225553.40000000005,88.11002340702211,1016349.12,76.19
140,Lenox Hill East,Manhattan,11198,18.650072066440437,208843.507,74.79704768708697,837577.34,70.0
189,Prospect Heights,Brooklyn,11190,13.91135379803396,155668.04900000003,66.11678909740841,739846.8700000001,62.68
246,West Chelsea/Hudson Yards,Manhattan,11164,18.918365370834827,211204.63100000002,92.27106234324617,1030114.1400000002,78.69
144,Little Italy/NoLiTa,Manhattan,11116,18.6367840949982,207166.49200000003,87.01087441525729,967212.88,74.11
134,Kew Gardens,Queens,10787,5.94400686010939,64118.001999999986,29.21006118475942,315088.9299999999,27.75
261,World Trade Center,Manhattan,10725,23.633477668997674,253469.04800000007,95.37135850815851,1022857.82,88.33
166,Morningside Heights,Manhattan,10634,19.347909911604294,205745.67400000006,75.80251269512881,806083.9199999998,70.0
92,Flushing,Queens,10193,10.559756499558521,107635.598,45.88149514372608,467670.0799999999,43.6
137,Kips Bay,Manhattan,9640,17.25869989626556,166373.867,69.31929149377595,668237.9700000001,70.0
82,Elmhurst,Queens,9591,10.735195912834952,102961.26400000002,43.63376290272131,418491.42000000004,40.8
62,Crown Heights South,Brooklyn,9375,11.949351146666663,112025.16699999997,55.605437866666655,521300.97999999986,54.6
50,Clinton West,Manhattan,9375,19.51841024,182985.09600000002,84.10280960000001,788463.8400000001,73.88
203,Rosedale,Queens,9299,5.79573083127218,53894.501000000004,24.02410044090762,223400.10999999996,23.3
13,Battery Park City,Manhattan,9125,23.936799013698632,218423.29100000003,96.29079232876711,878653.4799999999,83.56
124,Howard Beach,Queens,9047,4.785077263181163,43290.59399999998,22.404351718801813,202692.17,22.6
41,Central Harlem,Manhattan,8894,18.533685518326966,164838.59900000002,72.4809601978862,644645.6599999999,70.0
197,Richmond Hill,Queens,8782,5.402060350717376,47440.89399999999,26.574743794124352,233379.40000000005,26.1
139,Laurelton,Queens,8773,5.545598768950189,48651.53800000001,23.79306394619857,208736.55000000005,23.3
125,Hudson Sq,Manhattan,8592,20.488634310986964,176038.346,97.25653747672254,835628.17,87.17
211,SoHo,Manhattan,8583,19.499292438541307,167362.42700000003,95.55766631713855,820171.4500000002,81.68
28,Briarwood/Jamaica Hills,Queens,8424,6.107437440645773,51449.05299999999,27.847173551756878,234584.58999999994,25.4
